"X","participant_id","exp_trial_type","block_n","trial_n","trial_index","time_elapsed","partner_id","object","label","object_choices","object_selected","score","rt","condition","pair_id","key_feature","predicted"
2732,"p014","director",3,132,500,1492628,"p194","circle_grey","square","","",NA,2171.39999999944,"random_associations","p014-p194","grey",1
2734,"p014","director",3,134,507,1512893,"p194","circle_red","circle","","",NA,5023.30000000075,"random_associations","p014-p194","red",0
2736,"p014","director",3,136,514,1532067,"p194","circle_yellow","star","","",NA,3845,"random_associations","p014-p194","yellow",1
2738,"p014","director",4,138,523,1572992,"p194","pig","square","","",NA,5533.70000000019,"random_associations","p014-p194","pig",0
2740,"p014","director",4,140,530,1609298,"p194","banana","star","","",NA,6195.60000000056,"random_associations","p014-p194","banana",1
2742,"p014","director",4,142,537,1631188,"p194","city","square","","",NA,5046.40000000037,"random_associations","p014-p194","city",1
2744,"p014","director",4,144,544,1652729,"p194","volcano","circle","","",NA,1692.70000000019,"random_associations","p014-p194","volcano",1
2746,"p014","director",4,146,551,1680476,"p194","banana","star","","",NA,3628.29999999981,"random_associations","p014-p194","banana",1
2748,"p014","director",4,148,558,1703954,"p194","volcano","circle","","",NA,1601.90000000037,"random_associations","p014-p194","volcano",1
2750,"p014","director",4,150,565,1727123,"p194","city","square","","",NA,3005.20000000019,"random_associations","p014-p194","city",1
2752,"p014","director",4,152,572,1754873,"p194","pig","diamond","","",NA,3473.5,"random_associations","p014-p194","pig",1
2754,"p014","director",4,154,579,1781064,"p194","banana","star","","",NA,3451.60000000056,"random_associations","p014-p194","banana",1
2756,"p014","director",4,156,586,1797343,"p194","pig","diamond","","",NA,2274.59999999963,"random_associations","p014-p194","pig",1
2758,"p014","director",4,158,593,1818023,"p194","city","square","","",NA,2374.70000000019,"random_associations","p014-p194","city",1
2760,"p014","director",4,160,600,1836567,"p194","volcano","circle","","",NA,1305.20000000019,"random_associations","p014-p194","volcano",1
2762,"p014","director",4,162,607,1857605,"p194","banana","star","","",NA,1264.29999999981,"random_associations","p014-p194","banana",1
2764,"p014","director",4,164,614,1874908,"p194","volcano","circle","","",NA,1536.20000000019,"random_associations","p014-p194","volcano",1
2766,"p014","director",4,166,621,1894619,"p194","city","square","","",NA,1536.70000000019,"random_associations","p014-p194","city",1
2768,"p014","director",4,168,628,1913481,"p194","pig","diamond","","",NA,2270.39999999944,"random_associations","p014-p194","pig",1
2770,"p014","director",5,170,635,1947387,"p194","inlove","diamond","","",NA,2716.59999999963,"random_associations","p014-p194","inlove",1
2772,"p014","director",5,172,642,1978832,"p194","happy","star","","",NA,6187.30000000075,"random_associations","p014-p194","happy",1
2774,"p014","director",5,174,649,2000260,"p194","angry","circle","","",NA,3957.5,"random_associations","p014-p194","angry",1
2776,"p014","director",5,176,656,2018437,"p194","sad","square","","",NA,3509.70000000019,"random_associations","p014-p194","sad",1
2778,"p014","director",5,178,663,2042344,"p194","angry","circle","","",NA,2745.20000000019,"random_associations","p014-p194","angry",1
2780,"p014","director",5,180,670,2068707,"p194","inlove","diamond","","",NA,2952.69999999925,"random_associations","p014-p194","inlove",1
2782,"p014","director",5,182,677,2089854,"p194","sad","square","","",NA,2910.59999999963,"random_associations","p014-p194","sad",1
2784,"p014","director",5,184,684,2116144,"p194","happy","star","","",NA,3692.5,"random_associations","p014-p194","happy",1
2786,"p014","director",5,186,691,2137760,"p194","inlove","diamond","","",NA,4247.80000000075,"random_associations","p014-p194","inlove",1
2788,"p014","director",5,188,698,2155532,"p194","sad","square","","",NA,2668.40000000037,"random_associations","p014-p194","sad",1
2790,"p014","director",5,190,705,2192605,"p194","angry","circle","","",NA,2774.79999999981,"random_associations","p014-p194","angry",1
2792,"p014","director",5,192,712,2211945,"p194","happy","star","","",NA,2142.09999999963,"random_associations","p014-p194","happy",1
2794,"p014","director",5,194,719,2232401,"p194","angry","circle","","",NA,1390.60000000056,"random_associations","p014-p194","angry",1
2796,"p014","director",5,196,726,2258394,"p194","happy","star","","",NA,2923.89999999944,"random_associations","p014-p194","happy",1
2798,"p014","director",5,198,733,2275946,"p194","sad","square","","",NA,2262.89999999944,"random_associations","p014-p194","sad",1
2800,"p014","director",5,200,740,2291730,"p194","inlove","diamond","","",NA,2035.59999999963,"random_associations","p014-p194","inlove",1
2810,"p015","director",1,10,70,350185,"p162","square_yellow","square","","",NA,1582,"fixed_associations","p015-p162","yellow",NA
2812,"p015","director",1,12,77,363064,"p162","circle_pink","circle","","",NA,1323,"fixed_associations","p015-p162","pink",NA
2814,"p015","director",1,14,84,376528,"p162","cross_grey","cross","","",NA,1407,"fixed_associations","p015-p162","grey",NA
2816,"p015","director",1,16,91,389816,"p162","pentagon_red","pentagon","","",NA,1551,"fixed_associations","p015-p162","red",NA
2818,"p015","director",1,18,98,402456,"p162","square_yellow","square","","",NA,1229,"fixed_associations","p015-p162","yellow",NA
2820,"p015","director",1,20,105,415568,"p162","circle_pink","circle","","",NA,1409,"fixed_associations","p015-p162","pink",NA
2822,"p015","director",1,22,112,428609,"p162","pentagon_red","pentagon","","",NA,1770,"fixed_associations","p015-p162","red",NA
2824,"p015","director",1,24,119,442265,"p162","cross_grey","cross","","",NA,1704,"fixed_associations","p015-p162","grey",NA
2826,"p015","director",1,26,126,455577,"p162","circle_pink","circle","","",NA,1388,"fixed_associations","p015-p162","pink",NA
2828,"p015","director",1,28,133,468129,"p162","square_yellow","square","","",NA,1110,"fixed_associations","p015-p162","yellow",NA
2830,"p015","director",1,30,140,482074,"p162","pentagon_red","pentagon","","",NA,1452,"fixed_associations","p015-p162","red",NA
2832,"p015","director",1,32,147,495272,"p162","cross_grey","cross","","",NA,1574,"fixed_associations","p015-p162","grey",NA
2834,"p015","director",1,34,154,509328,"p162","pentagon_red","pentagon","","",NA,1699,"fixed_associations","p015-p162","red",NA
2836,"p015","director",1,36,161,526624,"p162","square_yellow","square","","",NA,1649,"fixed_associations","p015-p162","yellow",NA
2838,"p015","director",1,38,168,539584,"p162","cross_grey","cross","","",NA,1521,"fixed_associations","p015-p162","grey",NA
2840,"p015","director",1,40,175,552304,"p162","circle_pink","circle","","",NA,1246,"fixed_associations","p015-p162","pink",NA
2842,"p015","director",1,42,182,565096,"p162","cross_grey","cross","","",NA,1519,"fixed_associations","p015-p162","grey",NA
2844,"p015","director",1,44,189,578552,"p162","circle_pink","circle","","",NA,1063,"fixed_associations","p015-p162","pink",NA
2846,"p015","director",1,46,196,591040,"p162","square_yellow","square","","",NA,1302,"fixed_associations","p015-p162","yellow",NA
2848,"p015","director",1,48,203,605064,"p162","pentagon_red","pentagon","","",NA,1686,"fixed_associations","p015-p162","red",NA
2850,"p015","director",1,50,210,619544,"p162","square_yellow","square","","",NA,2414,"fixed_associations","p015-p162","yellow",NA
2852,"p015","director",1,52,217,632984,"p162","cross_grey","cross","","",NA,1601,"fixed_associations","p015-p162","grey",NA
2854,"p015","director",1,54,224,645744,"p162","circle_pink","circle","","",NA,1477,"fixed_associations","p015-p162","pink",NA
2856,"p015","director",1,56,231,659120,"p162","pentagon_red","pentagon","","",NA,1265,"fixed_associations","p015-p162","red",NA
2858,"p015","director",1,58,238,677608,"p162","pentagon_red","pentagon","","",NA,1521,"fixed_associations","p015-p162","red",NA
2860,"p015","director",1,60,245,691576,"p162","square_yellow","square","","",NA,1485,"fixed_associations","p015-p162","yellow",NA
2862,"p015","director",1,62,252,705801,"p162","cross_grey","cross","","",NA,1445,"fixed_associations","p015-p162","grey",NA
2864,"p015","director",1,64,259,720225,"p162","circle_pink","circle","","",NA,2342,"fixed_associations","p015-p162","pink",NA
2866,"p015","director",1,66,266,743673,"p162","circle_pink","circle","","",NA,8682,"fixed_associations","p015-p162","pink",NA
2868,"p015","director",1,68,273,756984,"p162","cross_grey","cross","","",NA,1628,"fixed_associations","p015-p162","grey",NA
2870,"p015","director",1,70,280,770056,"p162","square_yellow","square","","",NA,1391,"fixed_associations","p015-p162","yellow",NA
2872,"p015","director",1,72,287,782800,"p162","pentagon_red","pentagon","","",NA,1675,"fixed_associations","p015-p162","red",NA
2874,"p015","director",2,74,296,815536,"p162","splat_grey","cross","","",NA,3382,"fixed_associations","p015-p162","grey",1
2876,"p015","director",2,76,303,837936,"p162","splat_red","pentagon","","",NA,1455,"fixed_associations","p015-p162","red",1
2878,"p015","director",2,78,310,853784,"p162","splat_yellow","circle","","",NA,1582,"fixed_associations","p015-p162","yellow",0
2880,"p015","director",2,80,317,870680,"p162","splat_pink","square","","",NA,1045,"fixed_associations","p015-p162","pink",0
2882,"p015","director",2,82,324,891336,"p162","splat_pink","pentagon","","",NA,927,"fixed_associations","p015-p162","pink",0
2884,"p015","director",2,84,331,909000,"p162","splat_grey","square","","",NA,998,"fixed_associations","p015-p162","grey",0
2886,"p015","director",2,86,338,923265,"p162","splat_yellow","pentagon","","",NA,1743,"fixed_associations","p015-p162","yellow",0
2888,"p015","director",2,88,345,938744,"p162","splat_red","square","","",NA,1104,"fixed_associations","p015-p162","red",0
2890,"p015","director",2,90,352,973801,"p162","splat_red","circle","","",NA,956,"fixed_associations","p015-p162","red",0
2892,"p015","director",2,92,359,988929,"p162","splat_grey","square","","",NA,1044,"fixed_associations","p015-p162","grey",0
2894,"p015","director",2,94,366,1003186,"p162","splat_pink","pentagon","","",NA,1162,"fixed_associations","p015-p162","pink",0
2896,"p015","director",2,96,373,1019657,"p162","splat_yellow","circle","","",NA,922,"fixed_associations","p015-p162","yellow",0
2898,"p015","director",2,98,380,1035984,"p162","splat_grey","square","","",NA,879,"fixed_associations","p015-p162","grey",0
2900,"p015","director",2,100,387,1049280,"p162","splat_yellow","square","","",NA,645,"fixed_associations","p015-p162","yellow",1
2902,"p015","director",2,102,394,1066593,"p162","splat_red","pentagon","","",NA,1286,"fixed_associations","p015-p162","red",1
2904,"p015","director",2,104,401,1080768,"p162","splat_pink","square","","",NA,988,"fixed_associations","p015-p162","pink",0
2906,"p015","director",3,106,408,1096538,"p162","circle_red","circle","","",NA,2465,"fixed_associations","p015-p162","red",0
2908,"p015","director",3,108,415,1112913,"p162","square_pink","square","","",NA,2429,"fixed_associations","p015-p162","pink",1
2910,"p015","director",3,110,422,1127545,"p162","pentagon_grey","circle","","",NA,1403,"fixed_associations","p015-p162","grey",0
2912,"p015","director",3,112,429,1142529,"p162","circle_yellow","square","","",NA,948,"fixed_associations","p015-p162","yellow",0
2914,"p015","director",3,114,436,1155024,"p162","square_red","cross","","",NA,844,"fixed_associations","p015-p162","red",0
2916,"p015","director",3,116,443,1167920,"p162","circle_grey","square","","",NA,946,"fixed_associations","p015-p162","grey",1
2918,"p015","director",3,118,450,1182721,"p162","square_pink","cross","","",NA,1104,"fixed_associations","p015-p162","pink",0
2920,"p015","director",3,120,457,1195160,"p162","circle_yellow","square","","",NA,722,"fixed_associations","p015-p162","yellow",0
2922,"p015","director",3,122,464,1209272,"p162","square_grey","pentagon","","",NA,1121,"fixed_associations","p015-p162","grey",0
2924,"p015","director",3,124,471,1222513,"p162","cross_yellow","circle","","",NA,966,"fixed_associations","p015-p162","yellow",1
2926,"p015","director",3,126,478,1236929,"p162","square_red","square","","",NA,696,"fixed_associations","p015-p162","red",0
2928,"p015","director",3,128,485,1249850,"p162","square_pink","cross","","",NA,1038,"fixed_associations","p015-p162","pink",0
2930,"p015","director",3,130,492,1265057,"p162","pentagon_yellow","square","","",NA,998,"fixed_associations","p015-p162","yellow",0
2932,"p015","director",3,132,499,1276856,"p162","circle_grey","circle","","",NA,811,"fixed_associations","p015-p162","grey",0
2934,"p015","director",3,134,506,1293624,"p162","square_red","circle","","",NA,806,"fixed_associations","p015-p162","red",0
2936,"p015","director",3,136,513,1307401,"p162","cross_pink","circle","","",NA,822,"fixed_associations","p015-p162","pink",0
2938,"p015","director",4,138,522,1327944,"p162","banana","cross","","",NA,1385,"fixed_associations","p015-p162","banana",0
2940,"p015","director",4,140,529,1345266,"p162","pig","pentagon","","",NA,1547,"fixed_associations","p015-p162","pig",0
2942,"p015","director",4,142,536,1362210,"p162","volcano","circle","","",NA,784,"fixed_associations","p015-p162","volcano",1
2944,"p015","director",4,144,543,1377049,"p162","city","square","","",NA,1459,"fixed_associations","p015-p162","city",0
2946,"p015","director",4,146,550,1393288,"p162","volcano","circle","","",NA,2130,"fixed_associations","p015-p162","volcano",1
2948,"p015","director",4,148,557,1409145,"p162","banana","circle","","",NA,1416,"fixed_associations","p015-p162","banana",0
2950,"p015","director",4,150,564,1424697,"p162","city","square","","",NA,2010,"fixed_associations","p015-p162","city",0
2952,"p015","director",4,152,571,1439384,"p162","pig","circle","","",NA,1979,"fixed_associations","p015-p162","pig",0
2954,"p015","director",4,154,578,1454001,"p162","banana","cross","","",NA,1523,"fixed_associations","p015-p162","banana",0
2956,"p015","director",4,156,585,1471136,"p162","volcano","circle","","",NA,1042,"fixed_associations","p015-p162","volcano",1
2958,"p015","director",4,158,592,1484640,"p162","city","square","","",NA,1135,"fixed_associations","p015-p162","city",0
2960,"p015","director",4,160,599,1497617,"p162","pig","pentagon","","",NA,1600,"fixed_associations","p015-p162","pig",0
2962,"p015","director",4,162,606,1512809,"p162","volcano","circle","","",NA,1036,"fixed_associations","p015-p162","volcano",1
2964,"p015","director",4,164,613,1525680,"p162","pig","pentagon","","",NA,1424,"fixed_associations","p015-p162","pig",0
2966,"p015","director",4,166,620,1540960,"p162","banana","cross","","",NA,1766,"fixed_associations","p015-p162","banana",0
2968,"p015","director",4,168,627,1556456,"p162","city","square","","",NA,1151,"fixed_associations","p015-p162","city",0
2970,"p015","director",5,170,634,1576456,"p162","inlove","cross","","",NA,1898,"fixed_associations","p015-p162","inlove",1
